#原文	読み	文字種	タグ	OrigIdx
拡	カク	KANJI	S	68
充	ジュー	KANJI	S	69
策	サク	KANJI	S	70
を	ヲ+S	HIRAGANA	S	71
検	ケン	KANJI	S	72
討	トー+S	KANJI	S	73
し	シ	HIRAGANA	S	74
て	テ+S	HIRAGANA	S	75
い	イ	HIRAGANA	S	76
る	ル	HIRAGANA	S	77
。	。+S	SYMBOL	S	78

法	ホー	KANJI	S	0
務	ム	KANJI	S	1
省	ショー	KANJI	S	2
は	ワ+S	HIRAGANA	S	3
受	ジュ	KANJI	S	4
刑	ケイ	KANJI	S	5
者	シャ	KANJI	S	6
の	ノ+S	HIRAGANA	S	7
社	シャ	KANJI	S	8
会	カイ+S	KANJI	S	9
復	フッ	KANJI	S	10
帰	キ	KANJI	S	11
を	ヲ+S	HIRAGANA	S	12
支	シ	KANJI	S	13
援	エン+S	KANJI	S	14
す	ス	HIRAGANA	S	15
る	ル+S	HIRAGANA	S	16
た	タ	HIRAGANA	S	17
め	メ	HIRAGANA	S	18
、	、+S	SYMBOL	S	19
刑	ケイ	KANJI	S	20
務	ム	KANJI	S	21
所	ショ	KANJI	S	22
内	ナイ	KANJI	S	23
で	デ	HIRAGANA	S	24
の	ノ+S	HIRAGANA	S	25
プ	プ	KATAKANA	S	26
ロ	ロ	KATAKANA	S	27
グ	グ	KATAKANA	S	28
ラ	ラ	KATAKANA	S	29
ミ	ミ	KATAKANA	S	30
ン	ン	KATAKANA	S	31
グ	グ+S	KATAKANA	S	32
教	キョー	KANJI	S	33
育	イク	KANJI	S	34
や	ヤ+S	HIRAGANA	S	35
職	ショク	KANJI	S	36
業	ギョー+S	KANJI	S	37
訓	クン	KANJI	S	38
練	レン	KANJI	S	39
を	ヲ+S	HIRAGANA	S	40
拡	カク	KANJI	S	41
充	ジュー+S	KANJI	S	42
す	ス	HIRAGANA	S	43
る	ル+S	HIRAGANA	S	44
実	ジッ	KANJI	S	45
証	ショー+S	KANJI	S	46
事	ジ	KANJI	S	47
業	ギョー	KANJI	S	48
を	ヲ+S	HIRAGANA	S	49
来	ライ	KANJI	S	50
年	ネン	KANJI	S	51
度	ド	KANJI	S	52
か	カ	HIRAGANA	S	53
ら	ラ+S	HIRAGANA	S	54
全	ゼン	KANJI	S	55
国	コク+S	KANJI	S	56
十	10	KANJI	S	57
か	カ	HIRAGANA	S	58
所	ショ	KANJI	S	59
の	ノ+S	HIRAGANA	S	60
施	シ	KANJI	S	61
設	セツ	KANJI	S	62
で	デ+S	HIRAGANA	S	63
開	カイ	KANJI	S	64
始	シ+S	KANJI	S	65
す	ス	HIRAGANA	S	66
る	ル+S	HIRAGANA	S	67
こ	コ	HIRAGANA	S	68
と	ト	HIRAGANA	S	69
を	ヲ+S	HIRAGANA	S	70
明	アキ	KANJI	S	71
ら	ラ	HIRAGANA	S	72
か	カ	HIRAGANA	S	73
に	ニ+S	HIRAGANA	S	74
し	シ	HIRAGANA	S	75
た	タ	HIRAGANA	S	76
。	。+S	SYMBOL	S	77

防	ボー	KANJI	S	0
衛	エイ	KANJI	S	1
省	ショー	KANJI	S	2
は	ワ+S	HIRAGANA	S	3
島	トー	KANJI	S	4
嶼	ショ+S	KANJI	S	5
防	ボー	KANJI	S	6
衛	エイ	KANJI	S	7
の	ノ+S	HIRAGANA	S	8
強	キョー	KANJI	S	9
化	カ	KANJI	S	10
策	サク	KANJI	S	11
と	ト+S	HIRAGANA	S	12
し	シ	HIRAGANA	S	13
て	テ+S	HIRAGANA	S	14
無	ム	KANJI	S	15
人	ジン	KANJI	S	16
機	キ	KANJI	S	17
を	ヲ+S	HIRAGANA	S	18
活	カツ	KANJI	S	19
用	ヨー+S	KANJI	S	20
し	シ	HIRAGANA	S	21
た	タ+S	HIRAGANA	S	22
沿	エン	KANJI	S	23
岸	ガン+S	KANJI	S	24
監	カン	KANJI	S	25
視	シ+S	KANJI	S	26
シ	シ	KATAKANA	S	27
ス	ス	KATAKANA	S	28
テ	テ	KATAKANA	S	29
ム	ム	KATAKANA	S	30
の	ノ+S	HIRAGANA	S	31
整	セイ	KANJI	S	32
備	ビ+S	KANJI	S	33
計	ケイ	KANJI	S	34
画	カク	KANJI	S	35
を	ヲ+S	HIRAGANA	S	36
発	ハッ	KANJI	S	37
表	ピョー+S	KANJI	S	38
し	シ	HIRAGANA	S	39
、	、+S	SYMBOL	S	40
二	2	KANJI	S	41
〇	0	OTHER	S	42
二	2	KANJI	S	43
七	7	KANJI	S	44
年	ネン	KANJI	S	45
度	ド	KANJI	S	46
末	マツ	KANJI	S	47
ま	マ	HIRAGANA	S	48
で	デ	HIRAGANA	S	49
に	ニ+S	HIRAGANA	S	50
南	ナン	KANJI	S	51
西	セイ+S	KANJI	S	52
諸	ショ	KANJI	S	53
島	トー	KANJI	S	54
の	ノ+S	HIRAGANA	S	55
主	シュ	KANJI	S	56
要	ヨー	KANJI	S	57
島	トー	KANJI	S	58
嶼	ショ	KANJI	S	59
を	ヲ+S	HIRAGANA	S	60
カ	カ	KATAKANA	S	61
バ	バ	KATAKANA	S	62
ー	ー+S	KATAKANA	S	63
す	ス	HIRAGANA	S	64
る	ル+S	HIRAGANA	S	65
体	タイ	KANJI	S	66
制	セイ	KANJI	S	67
を	ヲ+S	HIRAGANA	S	68
構	コー	KANJI	S	69
築	チク+S	KANJI	S	70
す	ス	HIRAGANA	S	71
る	ル+S	HIRAGANA	S	72
方	ホー	KANJI	S	73
針	シン	KANJI	S	74
を	ヲ+S	HIRAGANA	S	75
示	シメ	KANJI	S	76
し	シ	HIRAGANA	S	77
た	タ	HIRAGANA	S	78
。	。+S	SYMBOL	S	79

消	ショー	KANJI	S	0
費	ヒ	KANJI	S	1
者	シャ	KANJI	S	2
庁	チョー	KANJI	S	3
は	ワ+S	HIRAGANA	S	4
大	オオ	KANJI	S	5
手	テ+S	KANJI	S	6
食	ショク	KANJI	S	7
品	ヒン+S	KANJI	S	8
メ	メ	KATAKANA	S	9
ー	ー	KATAKANA	S	10
カ	カ	KATAKANA	S	11
ー	ー	KATAKANA	S	12
の	ノ+S	HIRAGANA	S	13
輸	ユ	KANJI	S	14
入	ニュー+S	KANJI	S	15
原	ゲン	KANJI	S	16
材	ザイ	KANJI	S	17
料	リョー	KANJI	S	18
の	ノ+S	HIRAGANA	S	19
産	サン	KANJI	S	20
地	チ+S	KANJI	S	21
表	ヒョー	KANJI	S	22
示	ジ	KANJI	S	23
に	ニ+S	HIRAGANA	S	24
不	フ	KANJI	S	25
適	テキ	KANJI	S	26
切	セツ	KANJI	S	27
な	ナ+S	HIRAGANA	S	28
記	キ	KANJI	S	29
載	サイ	KANJI	S	30
が	ガ+S	HIRAGANA	S	31
あ	ア	HIRAGANA	S	32
っ	ッ	HIRAGANA	S	33
た	タ	HIRAGANA	S	34
と	ト+S	HIRAGANA	S	35
し	シ	HIRAGANA	S	36
て	テ+S	HIRAGANA	S	37
立	タチ	KANJI	S	38
入	イリ+S	KANJI	S	39
調	チョー	KANJI	S	40
査	サ	KANJI	S	41
を	ヲ+S	HIRAGANA	S	42
実	ジッ	KANJI	S	43
施	シ+S	KANJI	S	44
し	シ	HIRAGANA	S	45
、	、+S	SYMBOL	S	46
景	ケイ	KANJI	S	47
品	ヒン+S	KANJI	S	48
表	ヒョー	KANJI	S	49
示	ジ	KANJI	S	50
法	ホー+S	KANJI	S	51
違	イ	KANJI	S	52
反	ハン	KANJI	S	53
の	ノ+S	HIRAGANA	S	54
疑	ウタガ	KANJI	S	55
い	イ	HIRAGANA	S	56
で	デ+S	HIRAGANA	S	57
措	ソ	KANJI	S	58
置	チ+S	KANJI	S	59
命	メイ	KANJI	S	60
令	レイ	KANJI	S	61
を	ヲ+S	HIRAGANA	S	62
検	ケン	KANJI	S	63
討	トー+S	KANJI	S	64
し	シ	HIRAGANA	S	65
て	テ+S	HIRAGANA	S	66
い	イ	HIRAGANA	S	67
る	ル+S	HIRAGANA	S	68
こ	コ	HIRAGANA	S	69
と	ト	HIRAGANA	S	70
が	ガ+S	HIRAGANA	S	71
関	カン	KANJI	S	72
係	ケイ	KANJI	S	73
者	シャ	KANJI	S	74
へ	エ	HIRAGANA	S	75
の	ノ+S	HIRAGANA	S	76
取	シュ	KANJI	S	77
材	ザイ	KANJI	S	78
で	デ+S	HIRAGANA	S	79
分	ワ	KANJI	S	80
か	カ	HIRAGANA	S	81
っ	ッ	HIRAGANA	S	82
た	タ	HIRAGANA	S	83
。	。+S	SYMBOL	S	84

国	コク	KANJI	S	0
内	ナイ	KANJI	S	1
の	ノ+S	HIRAGANA	S	2
製	セイ	KANJI	S	3
薬	ヤク+S	KANJI	S	4
大	オオ	KANJI	S	5
手	テ	KANJI	S	6
が	ガ+S	HIRAGANA	S	7
ア	ア	KATAKANA	S	8
ル	ル	KATAKANA	S	9
ツ	ツ	KATAKANA	S	10
ハ	ハ	KATAKANA	S	11
イ	イ	KATAKANA	S	12
マ	マ	KATAKANA	S	13
ー	ー	KATAKANA	S	14
病	ビョー	KANJI	S	15
の	ノ+S	HIRAGANA	S	16
進	シン	KANJI	S	17
行	コー	KANJI	S	18
を	ヲ+S	HIRAGANA	S	19
遅	オク	KANJI	S	20
ら	ラ	HIRAGANA	S	21
せ	セ	HIRAGANA	S	22
る	ル+S	HIRAGANA	S	23
新	シン	KANJI	S	24
薬	ヤク	KANJI	S	25
に	ニ+S	HIRAGANA	S	26
つ	ツ	HIRAGANA	S	27
い	イ	HIRAGANA	S	28
て	テ+S	HIRAGANA	S	29
厚	コー	KANJI	S	30
生	セイ+S	KANJI	S	31
労	ロー	KANJI	S	32
働	ドー	KANJI	S	33
省	ショー	KANJI	S	34
に	ニ+S	HIRAGANA	S	35
承	ショー	KANJI	S	36
認	ニン+S	KANJI	S	37
申	シン	KANJI	S	38
請	セイ	KANJI	S	39
を	ヲ+S	HIRAGANA	S	40
行	オコナ	KANJI	S	41
っ	ッ	HIRAGANA	S	42
た	タ+S	HIRAGANA	S	43
こ	コ	HIRAGANA	S	44
と	ト	HIRAGANA	S	45
が	ガ+S	HIRAGANA	S	46
明	アキ	KANJI	S	47
ら	ラ	HIRAGANA	S	48
か	カ	HIRAGANA	S	49
に	ニ+S	HIRAGANA	S	50
な	ナ	HIRAGANA	S	51
り	リ	HIRAGANA	S	52
、	、+S	SYMBOL	S	53
審	シン	KANJI	S	54
査	サ	KANJI	S	55
が	ガ+S	HIRAGANA	S	56
順	ジュン	KANJI	S	57
調	チョー	KANJI	S	58
に	ニ+S	HIRAGANA	S	59
進	スス	KANJI	S	60
め	メ	HIRAGANA	S	61
ば	バ+S	HIRAGANA	S	62
来	ライ	KANJI	S	63
年	ネン	KANJI	S	64
中	チュー	KANJI	S	65
に	ニ	HIRAGANA	S	66
も	モ+S	HIRAGANA	S	67
保	ホ	KANJI	S	68
険	ケン+S	KANJI	S	69
適	テキ	KANJI	S	70
用	ヨー	KANJI	S	71
と	ト+S	HIRAGANA	S	72
な	ナ	HIRAGANA	S	73
る	ル+S	HIRAGANA	S	74
可	カ	KANJI	S	75
能	ノー	KANJI	S	76
性	セイ	KANJI	S	77
が	ガ+S	HIRAGANA	S	78
あ	ア	HIRAGANA	S	79
る	ル	HIRAGANA	S	80
。	。+S	SYMBOL	S	81

内	ナイ	KANJI	S	0
閣	カク	KANJI	S	1
府	フ	KANJI	S	2
の	ノ+S	HIRAGANA	S	3
調	チョー	KANJI	S	4
査	サ	KANJI	S	5
に	ニ+S	HIRAGANA	S	6
よ	ヨ	HIRAGANA	S	7
れ	レ	HIRAGANA	S	8
ば	バ	HIRAGANA	S	9
、	、+S	SYMBOL	S	10
働	ハタラ	KANJI	S	11
き	キ	HIRAGANA	S	12
方	カタ+S	KANJI	S	13
改	カイ	KANJI	S	14
革	カク	KANJI	S	15
の	ノ+S	HIRAGANA	S	16
進	シン	KANJI	S	17
展	テン	KANJI	S	18
に	ニ+S	HIRAGANA	S	19
よ	ヨ	HIRAGANA	S	20
り	リ+S	HIRAGANA	S	21
週	シュー	KANJI	S	22
休	キュー	KANJI	S	23
三	ミ	KANJI	S	24
日	カ	KANJI	S	25
制	セイ	KANJI	S	26
を	ヲ+S	HIRAGANA	S	27
導	ドー	KANJI	S	28
入	ニュー+S	KANJI	S	29
す	ス	HIRAGANA	S	30
る	ル+S	HIRAGANA	S	31
企	キ	KANJI	S	32
業	ギョー	KANJI	S	33
が	ガ+S	HIRAGANA	S	34
三	3	KANJI	S	35
年	ネン+S	KANJI	S	36
前	マエ	KANJI	S	37
と	ト+S	HIRAGANA	S	38
比	クラ	KANJI	S	39
べ	ベ	HIRAGANA	S	40
て	テ+S	HIRAGANA	S	41
三	3	KANJI	S	42
倍	バイ+S	KANJI	S	43
以	イ	KANJI	S	44
上	ジョー	KANJI	S	45
に	ニ+S	HIRAGANA	S	46
増	ゾー	KANJI	S	47
加	カ+S	KANJI	S	48
し	シ	HIRAGANA	S	49
た	タ	HIRAGANA	S	50
が	ガ	HIRAGANA	S	51
、	、+S	SYMBOL	S	52
中	チュー	KANJI	S	53
小	ショー+S	KANJI	S	54
企	キ	KANJI	S	55
業	ギョー	KANJI	S	56
へ	エ	HIRAGANA	S	57
の	ノ+S	HIRAGANA	S	58
普	フ	KANJI	S	59
及	キュー	KANJI	S	60
は	ワ+S	HIRAGANA	S	61
依	イ	KANJI	S	62
然	ゼン	KANJI	S	63
と	ト+S	HIRAGANA	S	64
し	シ	HIRAGANA	S	65
て	テ+S	HIRAGANA	S	66
限	ゲン	KANJI	S	67
定	テイ	KANJI	S	68
的	テキ	KANJI	S	69
に	ニ+S	HIRAGANA	S	70
と	ト	HIRAGANA	S	71
ど	ド	HIRAGANA	S	72
ま	マ	HIRAGANA	S	73
っ	ッ	HIRAGANA	S	74
て	テ+S	HIRAGANA	S	75
い	イ	HIRAGANA	S	76
る	ル	HIRAGANA	S	77
。	。+S	SYMBOL	S	78

環	カン	KANJI	S	0
境	キョー	KANJI	S	1
省	ショー	KANJI	S	2
と	ト+S	HIRAGANA	S	3
農	ノー	KANJI	S	4
林	リン+S	KANJI	S	5
水	スイ	KANJI	S	6
産	サン	KANJI	S	7
省	ショー	KANJI	S	8
は	ワ+S	HIRAGANA	S	9
食	ショク	KANJI	S	10
品	ヒン+S	KANJI	S	11
ロ	ロ	KATAKANA	S	12
ス	ス+S	KATAKANA	S	13
削	サク	KANJI	S	14
減	ゲン	KANJI	S	15
の	ノ+S	HIRAGANA	S	16
取	ト	KANJI	S	17
り	リ	HIRAGANA	S	18
組	ク	KANJI	S	19
み	ミ	HIRAGANA	S	20
を	ヲ+S	HIRAGANA	S	21
強	キョー	KANJI	S	22
化	カ+S	KANJI	S	23
す	ス	HIRAGANA	S	24
る	ル+S	HIRAGANA	S	25
た	タ	HIRAGANA	S	26
め	メ	HIRAGANA	S	27
、	、+S	SYMBOL	S	28
小	コ	KANJI	S	29
売	ウリ+S	KANJI	S	30
業	ギョー	KANJI	S	31
者	シャ	KANJI	S	32
と	ト+S	HIRAGANA	S	33
外	ガイ	KANJI	S	34
食	ショク+S	KANJI	S	35
産	サン	KANJI	S	36
業	ギョー	KANJI	S	37
に	ニ+S	HIRAGANA	S	38
対	タイ	KANJI	S	39
し	シ	HIRAGANA	S	40
て	テ+S	HIRAGANA	S	41
賞	ショー	KANJI	S	42
味	ミ+S	KANJI	S	43
期	キ	KANJI	S	44
限	ゲン	KANJI	S	45
切	ギ	KANJI	S	46
れ	レ+S	HIRAGANA	S	47
前	マエ	KANJI	S	48
の	ノ+S	HIRAGANA	S	49
商	ショー	KANJI	S	50
品	ヒン+S	KANJI	S	51
割	ワリ	KANJI	S	52
引	ビキ+S	KANJI	S	53
販	ハン	KANJI	S	54
売	バイ	KANJI	S	55
を	ヲ+S	HIRAGANA	S	56
促	ソク	KANJI	S	57
進	シン+S	KANJI	S	58
す	ス	HIRAGANA	S	59
る	ル+S	HIRAGANA	S	60
新	アラ	KANJI	S	61
た	タ	HIRAGANA	S	62
な	ナ+S	HIRAGANA	S	63
ガ	ガ	KATAKANA	S	64
イ	イ	KATAKANA	S	65
ド	ド+S	KATAKANA	S	66
ラ	ラ	KATAKANA	S	67
イ	イ	KATAKANA	S	68
ン	ン	KATAKANA	S	69
を	ヲ+S	HIRAGANA	S	70
策	サク	KANJI	S	71
定	テイ+S	KANJI	S	72
す	ス	HIRAGANA	S	73
る	ル	HIRAGANA	S	74
と	ト+S	HIRAGANA	S	75
発	ハッ	KANJI	S	76
表	ピョー+S	KANJI	S	77
し	シ	HIRAGANA	S	78
た	タ	HIRAGANA	S	79
。	。+S	SYMBOL	S	80

総	ソー	KANJI	S	0
務	ム	KANJI	S	1
省	ショー+S	KANJI	S	2
統	トー	KANJI	S	3
計	ケイ	KANJI	S	4
局	キョク	KANJI	S	5
が	ガ+S	HIRAGANA	S	6
公	コー	KANJI	S	7
表	ヒョー+S	KANJI	S	8
し	シ	HIRAGANA	S	9
た	タ+S	HIRAGANA	S	10
最	サイ	KANJI	S	11
新	シン	KANJI	S	12
の	ノ+S	HIRAGANA	S	13
労	ロー	KANJI	S	14
働	ドー	KANJI	S	15
力	リョク+S	KANJI	S	16
調	チョー	KANJI	S	17
査	サ	KANJI	S	18
に	ニ+S	HIRAGANA	S	19
よ	ヨ	HIRAGANA	S	20
る	ル	HIRAGANA	S	21
と	ト	HIRAGANA	S	22
、	、+S	SYMBOL	S	23
三	3	KANJI	S	24
月	ガツ	KANJI	S	25
の	ノ+S	HIRAGANA	S	26
完	カン	KANJI	S	27
全	ゼン+S	KANJI	S	28
失	シツ	KANJI	S	29
業	ギョー	KANJI	S	30
率	リツ	KANJI	S	31
は	ワ+S	HIRAGANA	S	32
前	ゼン	KANJI	S	33
月	ゲツ	KANJI	S	34
比	ヒ	KANJI	S	35
〇	0	OTHER	S	36
・	.	SYMBOL	S	37
一	1	KANJI	S	38
ポ	ポ	KATAKANA	S	39
イ	イ	KATAKANA	S	40
ン	ン	KATAKANA	S	41
ト	ト+S	KATAKANA	S	42
低	テイ	KANJI	S	43
下	カ	KANJI	S	44
の	ノ+S	HIRAGANA	S	45
二	2	KANJI	S	46
・	.	SYMBOL	S	47
一	1	KANJI	S	48
パ	パ	KATAKANA	S	49
ー	ー	KATAKANA	S	50
セ	セ	KATAKANA	S	51
ン	ン	KATAKANA	S	52
ト	ト	KATAKANA	S	53
と	ト+S	HIRAGANA	S	54
な	ナ	HIRAGANA	S	55
り	リ	HIRAGANA	S	56
、	、+S	SYMBOL	S	57
雇	コ	KANJI	S	58
用	ヨー+S	KANJI	S	59
情	ジョー	KANJI	S	60
勢	セイ	KANJI	S	61
は	ワ+S	HIRAGANA	S	62
緩	ユル	KANJI	S	63
や	ヤ	HIRAGANA	S	64
か	カ	HIRAGANA	S	65
な	ナ+S	HIRAGANA	S	66
改	カイ	KANJI	S	67
善	ゼン	KANJI	S	68
が	ガ+S	HIRAGANA	S	69
続	ツヅ	KANJI	S	70
い	イ	HIRAGANA	S	71
て	テ+S	HIRAGANA	S	72
い	イ	HIRAGANA	S	73
る	ル+S	HIRAGANA	S	74
状	ジョー	KANJI	S	75
況	キョー	KANJI	S	76
で	デ+S	HIRAGANA	S	77
あ	ア	HIRAGANA	S	78
る	ル	HIRAGANA	S	79
。	。+S	SYMBOL	S	80

警	ケイ	KANJI	S	0
察	サツ	KANJI	S	1
庁	チョー	KANJI	S	2
は	ワ+S	HIRAGANA	S	3
昨	サク	KANJI	S	4
年	ネン+S	KANJI	S	5
一	1	KANJI	S	6
年	ネン	KANJI	S	7
間	カン	KANJI	S	8
に	ニ+S	HIRAGANA	S	9
全	ゼン	KANJI	S	10
国	コク	KANJI	S	11
で	デ+S	HIRAGANA	S	12
起	オ	KANJI	S	13
き	キ	HIRAGANA	S	14
た	タ+S	HIRAGANA	S	15
あ	ア	HIRAGANA	S	16
お	オ	HIRAGANA	S	17
り	リ+S	HIRAGANA	S	18
運	ウン	KANJI	S	19
転	テン	KANJI	S	20
の	ノ+S	HIRAGANA	S	21
件	ケン	KANJI	S	22
数	スー	KANJI	S	23
が	ガ+S	HIRAGANA	S	24
前	ゼン	KANJI	S	25
年	ネン	KANJI	S	26
か	カ	HIRAGANA	S	27
ら	ラ+S	HIRAGANA	S	28
増	ゾー	KANJI	S	29
加	カ+S	KANJI	S	30
し	シ	HIRAGANA	S	31
た	タ	HIRAGANA	S	32
と	ト+S	HIRAGANA	S	33
す	ス	HIRAGANA	S	34
る	ル+S	HIRAGANA	S	35
統	トー	KANJI	S	36
計	ケイ	KANJI	S	37
を	ヲ+S	HIRAGANA	S	38
公	コー	KANJI	S	39
表	ヒョー+S	KANJI	S	40
し	シ	HIRAGANA	S	41
、	、+S	SYMBOL	S	42
ド	ド	KATAKANA	S	43
ラ	ラ	KATAKANA	S	44
イ	イ	KATAKANA	S	45
ブ	ブ+S	KATAKANA	S	46
レ	レ	KATAKANA	S	47
コ	コ	KATAKANA	S	48
ー	ー	KATAKANA	S	49
ダ	ダ	KATAKANA	S	50
ー	ー	KATAKANA	S	51
の	ノ+S	HIRAGANA	S	52
映	エイ	KANJI	S	53
像	ゾー	KANJI	S	54
を	ヲ+S	HIRAGANA	S	55
証	ショー	KANJI	S	56
拠	コ	KANJI	S	57
と	ト+S	HIRAGANA	S	58
し	シ	HIRAGANA	S	59
た	タ+S	HIRAGANA	S	60
検	ケン	KANJI	S	61
挙	キョ	KANJI	S	62
が	ガ+S	HIRAGANA	S	63
件	ケン	KANJI	S	64
数	スー+S	KANJI	S	65
増	ゾー	KANJI	S	66
加	カ	KANJI	S	67
の	ノ+S	HIRAGANA	S	68
一	イチ	KANJI	S	69
因	イン	KANJI	S	70
で	デ+S	HIRAGANA	S	71
あ	ア	HIRAGANA	S	72
る	ル	HIRAGANA	S	73
と	ト+S	HIRAGANA	S	74
分	ブン	KANJI	S	75
析	セキ+S	KANJI	S	76
し	シ	HIRAGANA	S	77
て	テ+S	HIRAGANA	S	78
い	イ	HIRAGANA	S	79
る	ル	HIRAGANA	S	80
。	。+S	SYMBOL	S	81

高	コー	KANJI	S	0
校	コー+S	KANJI	S	1
野	ヤ	KANJI	S	2
球	キュー	KANJI	S	3
の	ノ+S	HIRAGANA	S	4
全	ゼン	KANJI	S	5
国	コク+S	KANJI	S	6
選	セン	KANJI	S	7
手	シュ	KANJI	S	8
権	ケン+S	KANJI	S	9
大	タイ	KANJI	S	10
会	カイ	KANJI	S	11
が	ガ+S	HIRAGANA	S	12
開	カイ	KANJI	S	13
幕	マク+S	KANJI	S	14
し	シ	HIRAGANA	S	15
、	、+S	SYMBOL	S	16
初	ショ	KANJI	S	17
日	ニチ	KANJI	S	18
か	カ	HIRAGANA	S	19
ら	ラ+S	HIRAGANA	S	20
好	コー	KANJI	S	21
ゲ	ゲ	KATAKANA	S	22
ー	ー	KATAKANA	S	23
ム	ム	KATAKANA	S	24
が	ガ+S	HIRAGANA	S	25
相	アイ	KANJI	S	26
次	ツ	KANJI	S	27
い	イ	HIRAGANA	S	28
で	デ+S	HIRAGANA	S	29
観	カン	KANJI	S	30
客	キャク	KANJI	S	31
を	ヲ+S	HIRAGANA	S	32
沸	ワ	KANJI	S	33
か	カ	HIRAGANA	S	34
せ	セ	HIRAGANA	S	35
た	タ	HIRAGANA	S	36
が	ガ	HIRAGANA	S	37
、	、+S	SYMBOL	S	38
熱	ネッ	KANJI	S	39
中	チュー	KANJI	S	40
症	ショー+S	KANJI	S	41
予	ヨ	KANJI	S	42
防	ボー	KANJI	S	43
を	ヲ+S	HIRAGANA	S	44
目	モク	KANJI	S	45
的	テキ	KANJI	S	46
と	ト+S	HIRAGANA	S	47
し	シ	HIRAGANA	S	48
て	テ+S	HIRAGANA	S	49
一	イチ	KANJI	S	50
部	ブ+S	KANJI	S	51
試	シ	KANJI	S	52
合	アイ	KANJI	S	53
が	ガ+S	HIRAGANA	S	54
夕	ユー	KANJI	S	55
方	ガタ	KANJI	S	56
に	ニ+S	HIRAGANA	S	57
開	カイ	KANJI	S	58
始	シ+S	KANJI	S	59
時	ジ	KANJI	S	60
間	カン	KANJI	S	61
を	ヲ+S	HIRAGANA	S	62
変	ヘン	KANJI	S	63
更	コー+S	KANJI	S	64
す	ス	HIRAGANA	S	65
る	ル	HIRAGANA	S	66
な	ナ	HIRAGANA	S	67
ど	ド+S	HIRAGANA	S	68
異	イ	KANJI	S	69
例	レイ	KANJI	S	70
の	ノ+S	HIRAGANA	S	71
運	ウン	KANJI	S	72
営	エイ	KANJI	S	73
が	ガ+S	HIRAGANA	S	74
行	オコナ	KANJI	S	75
わ	ワ	HIRAGANA	S	76
れ	レ	HIRAGANA	S	77
た	タ	HIRAGANA	S	78
。	。+S	SYMBOL	S	79

政	セイ	KANJI	S	0
府	フ	KANJI	S	1
は	ワ+S	HIRAGANA	S	2
地	チ	KANJI	S	3
方	ホー+S	KANJI	S	4
創	ソー	KANJI	S	5
生	セイ	KANJI	S	6
の	ノ+S	HIRAGANA	S	7
加	カ	KANJI	S	8
速	ソク	KANJI	S	9
に	ニ+S	HIRAGANA	S	10
向	ム	KANJI	S	11
け	ケ	HIRAGANA	S	12
、	、+S	SYMBOL	S	13
東	トー	KANJI	S	14
京	キョー+S	KANJI	S	15
一	1	KANJI	S	16
極	キョク+S	KANJI	S	17
集	シュー	KANJI	S	18
中	チュー	KANJI	S	19
の	ノ+S	HIRAGANA	S	20
是	ゼ	KANJI	S	21
正	セイ	KANJI	S	22
を	ヲ+S	HIRAGANA	S	23
促	ウナガ	KANJI	S	24
す	ス+S	HIRAGANA	S	25
た	タ	HIRAGANA	S	26
め	メ+S	HIRAGANA	S	27
地	チ	KANJI	S	28
方	ホー+S	KANJI	S	29
移	イ	KANJI	S	30
住	ジュー	KANJI	S	31
者	シャ	KANJI	S	32
へ	エ	HIRAGANA	S	33
の	ノ+S	HIRAGANA	S	34
支	シ	KANJI	S	35
援	エン	KANJI	S	36
金	キン	KANJI	S	37
を	ヲ+S	HIRAGANA	S	38
拡	カク	KANJI	S	39
充	ジュー+S	KANJI	S	40
す	ス	HIRAGANA	S	41
る	ル+S	HIRAGANA	S	42
方	ホー	KANJI	S	43
針	シン	KANJI	S	44
を	ヲ+S	HIRAGANA	S	45
決	ケッ	KANJI	S	46
定	テイ+S	KANJI	S	47
し	シ	HIRAGANA	S	48
、	、+S	SYMBOL	S	49
子	コ	KANJI	S	50
育	ソダ	KANJI	S	51
て	テ+S	HIRAGANA	S	52
世	セ	KANJI	S	53
代	ダイ	KANJI	S	54
が	ガ+S	HIRAGANA	S	55
移	イ	KANJI	S	56
住	ジュー+S	KANJI	S	57
す	ス	HIRAGANA	S	58
る	ル+S	HIRAGANA	S	59
場	バ	KANJI	S	60
合	アイ	KANJI	S	61
の	ノ+S	HIRAGANA	S	62
給	キュー	KANJI	S	63
付	フ	KANJI	S	64
額	ガク	KANJI	S	65
を	ヲ+S	HIRAGANA	S	66
大	オオ	KANJI	S	67
幅	ハバ	KANJI	S	68
に	ニ+S	HIRAGANA	S	69
引	ヒ	KANJI	S	70
き	キ	HIRAGANA	S	71
上	ア	KANJI	S	72
げ	ゲ	HIRAGANA	S	73
る	ル+S	HIRAGANA	S	74
考	カンガ	KANJI	S	75
え	エ	HIRAGANA	S	76
で	デ+S	HIRAGANA	S	77
あ	ア	HIRAGANA	S	78
る	ル	HIRAGANA	S	79
。	。+S	SYMBOL	S	80

水	スイ	KANJI	S	0
産	サン	KANJI	S	1
庁	チョー	KANJI	S	2
は	ワ+S	HIRAGANA	S	3
ク	ク	KATAKANA	S	4
ロ	ロ	KATAKANA	S	5
マ	マ	KATAKANA	S	6
グ	グ	KATAKANA	S	7
ロ	ロ	KATAKANA	S	8
の	ノ+S	HIRAGANA	S	9
資	シ	KANJI	S	10
