#原文	読み	文字種	OrigIdx
し	シ	CharType.HIRAGANA	57
ま	マ	CharType.HIRAGANA	58
す	ス	CharType.HIRAGANA	59
。	_	CharType.SYMBOL_STOP	60

そ	ソ	CharType.HIRAGANA	0
の	ノ+S	CharType.HIRAGANA	1
パ	パ	CharType.KATAKANA	2
ソ	ソ	CharType.KATAKANA	3
コ	コ	CharType.KATAKANA	4
ン	ン+S	CharType.KATAKANA	5
古	フル	CharType.KANJI	6
く	ク+S	CharType.HIRAGANA	7
な	ナ	CharType.HIRAGANA	8
い	イ	CharType.HIRAGANA	9
？	_	CharType.SYMBOL_STOP	10
そ	ソ	CharType.HIRAGANA	11
ろ	ロ	CharType.HIRAGANA	12
そ	ソ	CharType.HIRAGANA	13
ろ	ロ+S	CharType.HIRAGANA	14
買	カ	CharType.KANJI	15
い	イ	CharType.HIRAGANA	16
替	カ	CharType.KANJI	17
え	エ	CharType.HIRAGANA	18
た	タ	CharType.HIRAGANA	19
い	イ	CharType.HIRAGANA	20
ん	ン	CharType.HIRAGANA	21
だ	ダ	CharType.HIRAGANA	22
。	_	CharType.SYMBOL_STOP	23
も	モ	CharType.HIRAGANA	24
う	ー+S	CharType.HIRAGANA	25
四	4	CharType.JAPANESE_NUMERIC	26
年	ネン	CharType.KANJI	27
も	モ+S	CharType.HIRAGANA	28
使	ツカ	CharType.KANJI	29
っ	ッ	CharType.HIRAGANA	30
て	テ	CharType.HIRAGANA	31
る	ル	CharType.HIRAGANA	32
か	カ	CharType.HIRAGANA	33
ら	ラ	CharType.HIRAGANA	34
ね	ネ	CharType.HIRAGANA	35
。	_	CharType.SYMBOL_STOP	36
で	デ	CharType.HIRAGANA	37
も	モ+S	CharType.HIRAGANA	38
ま	マ	CharType.HIRAGANA	39
だ	ダ+S	CharType.HIRAGANA	40
動	ウゴ	CharType.KANJI	41
い	イ	CharType.HIRAGANA	42
て	テ	CharType.HIRAGANA	43
る	ル	CharType.HIRAGANA	44
か	カ	CharType.HIRAGANA	45
ら	ラ+S	CharType.HIRAGANA	46
大	ダイ	CharType.KANJI	47
丈	ジョー	CharType.KANJI	48
夫	ブ	CharType.KANJI	49
だ	ダ	CharType.HIRAGANA	50
よ	ヨ	CharType.HIRAGANA	51
。	_	CharType.SYMBOL_STOP	52

今	コン	CharType.KANJI	0
月	ゲツ	CharType.KANJI	1
の	ノ+S	CharType.HIRAGANA	2
給	キュー	CharType.KANJI	3
料	リョー	CharType.KANJI	4
は	ワ+S	CharType.HIRAGANA	5
ど	ド	CharType.HIRAGANA	6
う	ー	CharType.HIRAGANA	7
？	_	CharType.SYMBOL_STOP	8
ま	マ	CharType.HIRAGANA	9
あ	ア	CharType.HIRAGANA	10
ま	マ	CharType.HIRAGANA	11
あ	ア	CharType.HIRAGANA	12
だ	ダ	CharType.HIRAGANA	13
ね	ネ	CharType.HIRAGANA	14
。	_	CharType.SYMBOL_STOP	15
前	ゼン	CharType.KANJI	16
月	ゲツ	CharType.KANJI	17
よ	ヨ	CharType.HIRAGANA	18
り	リ+S	CharType.HIRAGANA	19
少	スコ	CharType.KANJI	20
し	シ+S	CharType.HIRAGANA	21
多	オオ	CharType.KANJI	22
か	カ	CharType.HIRAGANA	23
っ	ッ	CharType.HIRAGANA	24
た	タ	CharType.HIRAGANA	25
か	カ	CharType.HIRAGANA	26
ら	ラ+S	CharType.HIRAGANA	27
嬉	ウレ	CharType.KANJI	28
し	シ	CharType.HIRAGANA	29
い	イ	CharType.HIRAGANA	30
よ	ヨ	CharType.HIRAGANA	31
。	_	CharType.SYMBOL_STOP	32
来	ライ	CharType.KANJI	33
月	ゲツ	CharType.KANJI	34
に	ニ+S	CharType.HIRAGANA	35
期	キ	CharType.KANJI	36
待	タイ	CharType.KANJI	37
だ	ダ	CharType.HIRAGANA	38
ね	ネ	CharType.HIRAGANA	39
。	_	CharType.SYMBOL_STOP	40

花	ハナ	CharType.KANJI	0
見	ミ	CharType.KANJI	1
に	ニ+S	CharType.HIRAGANA	2
行	イ	CharType.KANJI	3
き	キ	CharType.HIRAGANA	4
た	タ	CharType.HIRAGANA	5
い	イ	CharType.HIRAGANA	6
？	_	CharType.SYMBOL_STOP	7
行	イ	CharType.KANJI	8
き	キ	CharType.HIRAGANA	9
た	タ	CharType.HIRAGANA	10
い	イ	CharType.HIRAGANA	11
ね	ネ	CharType.HIRAGANA	12
！	_	CharType.SYMBOL_STOP	13
春	ハル	CharType.KANJI	14
に	ニ+S	CharType.HIRAGANA	15
な	ナ	CharType.HIRAGANA	16
っ	ッ	CharType.HIRAGANA	17
た	タ	CharType.HIRAGANA	18
ら	ラ+S	CharType.HIRAGANA	19
桜	サクラ	CharType.KANJI	20
を	ヲ+S	CharType.HIRAGANA	21
見	ミ	CharType.KANJI	22
に	ニ+S	CharType.HIRAGANA	23
行	イ	CharType.KANJI	24
き	キ	CharType.HIRAGANA	25
た	タ	CharType.HIRAGANA	26
い	イ	CharType.HIRAGANA	27
ん	ン	CharType.HIRAGANA	28
だ	ダ	CharType.HIRAGANA	29
。	_	CharType.SYMBOL_STOP	30
毎	マイ	CharType.KANJI	31
年	トシ+S	CharType.KANJI	32
恒	コー	CharType.KANJI	33
例	レイ	CharType.KANJI	34
に	ニ+S	CharType.HIRAGANA	35
し	シ	CharType.HIRAGANA	36
た	タ	CharType.HIRAGANA	37
い	イ	CharType.HIRAGANA	38
く	ク	CharType.HIRAGANA	39
ら	ラ	CharType.HIRAGANA	40
い	イ	CharType.HIRAGANA	41
だ	ダ	CharType.HIRAGANA	42
よ	ヨ	CharType.HIRAGANA	43
。	_	CharType.SYMBOL_STOP	44

こ	コ	CharType.HIRAGANA	0
の	ノ+S	CharType.HIRAGANA	1
店	ミセ+S	CharType.KANJI	2
い	イ	CharType.HIRAGANA	3
つ	ツ	CharType.HIRAGANA	4
も	モ	CharType.HIRAGANA	5
の	ノ+S	CharType.HIRAGANA	6
場	バ	CharType.KANJI	7
所	ショ	CharType.KANJI	8
？	_	CharType.SYMBOL_STOP	9
そ	ソ	CharType.HIRAGANA	10
う	ー	CharType.HIRAGANA	11
だ	ダ	CharType.HIRAGANA	12
よ	ヨ	CharType.HIRAGANA	13
。	_	CharType.SYMBOL_STOP	14
こ	コ	CharType.HIRAGANA	15
こ	コ	CharType.HIRAGANA	16
は	ワ+S	CharType.HIRAGANA	17
い	イ	CharType.HIRAGANA	18
つ	ツ	CharType.HIRAGANA	19
も	モ+S	CharType.HIRAGANA	20
来	ク	CharType.KANJI	21
る	ル+S	CharType.HIRAGANA	22
店	ミセ	CharType.KANJI	23
な	ナ	CharType.HIRAGANA	24
ん	ン	CharType.HIRAGANA	25
だ	ダ	CharType.HIRAGANA	26
。	_	CharType.SYMBOL_STOP	27
店	テン	CharType.KANJI	28
員	イン	CharType.KANJI	29
さ	サ	CharType.HIRAGANA	30
ん	ン	CharType.HIRAGANA	31
も	モ+S	CharType.HIRAGANA	32
顔	カオ	CharType.KANJI	33
を	ヲ+S	CharType.HIRAGANA	34
覚	オボ	CharType.KANJI	35
え	エ	CharType.HIRAGANA	36
て	テ+S	CharType.HIRAGANA	37
く	ク	CharType.HIRAGANA	38
れ	レ	CharType.HIRAGANA	39
て	テ	CharType.HIRAGANA	40
る	ル	CharType.HIRAGANA	41
し	シ	CharType.HIRAGANA	42
ね	ネ	CharType.HIRAGANA	43
。	_	CharType.SYMBOL_STOP	44

そ	ソ	CharType.HIRAGANA	0
の	ノ+S	CharType.HIRAGANA	1
髪	カミ	CharType.KANJI	2
型	ガタ+S	CharType.KANJI	3
変	カ	CharType.KANJI	4
え	エ	CharType.HIRAGANA	5
た	タ	CharType.HIRAGANA	6
の	ノ	CharType.HIRAGANA	7
？	_	CharType.SYMBOL_STOP	8
え	エ	CharType.HIRAGANA	9
、	_	CharType.SYMBOL_PAUSE	10
わ	ワ	CharType.HIRAGANA	11
か	カ	CharType.HIRAGANA	12
っ	ッ	CharType.HIRAGANA	13
た	タ	CharType.HIRAGANA	14
？	_	CharType.SYMBOL_STOP	15
最	サイ	CharType.KANJI	16
近	キン+S	CharType.KANJI	17
伸	ノ	CharType.KANJI	18
ば	バ	CharType.HIRAGANA	19
し	シ	CharType.HIRAGANA	20
始	ハジ	CharType.KANJI	21
め	メ	CharType.HIRAGANA	22
た	タ	CharType.HIRAGANA	23
ん	ン	CharType.HIRAGANA	24
だ	ダ	CharType.HIRAGANA	25
。	_	CharType.SYMBOL_STOP	26
ど	ド	CharType.HIRAGANA	27
う	ー+S	CharType.HIRAGANA	28
思	オモ	CharType.KANJI	29
う	ウ	CharType.HIRAGANA	30
？	_	CharType.SYMBOL_STOP	31

試	シ	CharType.KANJI	0
験	ケン	CharType.KANJI	1
の	ノ+S	CharType.HIRAGANA	2
時	ジ	CharType.KANJI	3
間	カン	CharType.KANJI	4
割	ワリ+S	CharType.KANJI	5
で	デ	CharType.HIRAGANA	6
た	タ	CharType.HIRAGANA	7
？	_	CharType.SYMBOL_STOP	8
も	モ	CharType.HIRAGANA	9
う	ー+S	CharType.HIRAGANA	10
出	デ	CharType.KANJI	11
た	タ	CharType.HIRAGANA	12
よ	ヨ	CharType.HIRAGANA	13
。	_	CharType.SYMBOL_STOP	14
来	ライ	CharType.KANJI	15
週	シュー	CharType.KANJI	16
の	ノ+S	CharType.HIRAGANA	17
月	ゲツ	CharType.KANJI	18
曜	ヨー	CharType.KANJI	19
日	ビ	CharType.KANJI	20
か	カ	CharType.HIRAGANA	21
ら	ラ	CharType.HIRAGANA	22
だ	ダ	CharType.HIRAGANA	23
ね	ネ	CharType.HIRAGANA	24
。	_	CharType.SYMBOL_STOP	25
そ	ソ	CharType.HIRAGANA	26
ろ	ロ	CharType.HIRAGANA	27
そ	ソ	CharType.HIRAGANA	28
ろ	ロ+S	CharType.HIRAGANA	29
勉	ベン	CharType.KANJI	30
強	キョー	CharType.KANJI	31
を	ヲ+S	CharType.HIRAGANA	32
始	ハジ	CharType.KANJI	33
め	メ	CharType.HIRAGANA	34
な	ナ	CharType.HIRAGANA	35
い	イ	CharType.HIRAGANA	36
と	ト	CharType.HIRAGANA	37
。	_	CharType.SYMBOL_STOP	38

最	サイ	CharType.KANJI	0
近	キン+S	CharType.KANJI	1
飲	ノ	CharType.KANJI	2
ん	ン	CharType.HIRAGANA	3
で	デ	CharType.HIRAGANA	4
る	ル+S	CharType.HIRAGANA	5
コ	コ	CharType.KATAKANA	6
ー	ー	CharType.KATAKANA	7
ヒ	ヒ	CharType.KATAKANA	8
ー	ー+S	CharType.KATAKANA	9
美	オ	CharType.KANJI	10
味	イ	CharType.KANJI	11
し	シ	CharType.HIRAGANA	12
い	イ	CharType.HIRAGANA	13
？	_	CharType.SYMBOL_STOP	14
ほ	ホ	CharType.HIRAGANA	15
ん	ン	CharType.HIRAGANA	16
と	ト	CharType.HIRAGANA	17
に	ニ+S	CharType.HIRAGANA	18
美	オ	CharType.KANJI	19
味	イ	CharType.KANJI	20
し	シ	CharType.HIRAGANA	21
い	イ	CharType.HIRAGANA	22
よ	ヨ	CharType.HIRAGANA	23
！	_	CharType.SYMBOL_STOP	24
近	キン	CharType.KANJI	25
所	ジョ	CharType.KANJI	26
の	ノ+S	CharType.HIRAGANA	27
新	アタラ	CharType.KANJI	28
し	シ	CharType.HIRAGANA	29
い	イ+S	CharType.HIRAGANA	30
カ	カ	CharType.KATAKANA	31
フ	フェ	CharType.KATAKANA	32
ェ	---	CharType.KATAKANA	33
で	デ+S	CharType.HIRAGANA	34
見	ミ	CharType.KANJI	35
つ	ツ	CharType.HIRAGANA	36
け	ケ	CharType.HIRAGANA	37
た	タ	CharType.HIRAGANA	38
ん	ン	CharType.HIRAGANA	39
だ	ダ	CharType.HIRAGANA	40
。	_	CharType.SYMBOL_STOP	41
毎	マイ	CharType.KANJI	42
朝	アサ+S	CharType.KANJI	43
飲	ノ	CharType.KANJI	44
み	ミ	CharType.HIRAGANA	45
た	タ	CharType.HIRAGANA	46
い	イ	CharType.HIRAGANA	47
く	ク	CharType.HIRAGANA	48
ら	ラ	CharType.HIRAGANA	49
い	イ	CharType.HIRAGANA	50
だ	ダ	CharType.HIRAGANA	51
よ	ヨ	CharType.HIRAGANA	52
。	_	CharType.SYMBOL_STOP	53

そ	ソ	CharType.HIRAGANA	0
の	ノ+S	CharType.HIRAGANA	1
メ	メ	CharType.KATAKANA	2
ガ	ガ	CharType.KATAKANA	3
ネ	ネ+S	CharType.KATAKANA	4
い	イ	CharType.HIRAGANA	5
つ	ツ+S	CharType.HIRAGANA	6
買	カ	CharType.KANJI	7
っ	ッ	CharType.HIRAGANA	8
た	タ	CharType.HIRAGANA	9
の	ノ	CharType.HIRAGANA	10
？	_	CharType.SYMBOL_STOP	11
こ	コ	CharType.HIRAGANA	12
の	ノ+S	CharType.HIRAGANA	13
間	アイダ	CharType.KANJI	14
ね	ネ	CharType.HIRAGANA	15
。	_	CharType.SYMBOL_STOP	16
前	マエ	CharType.KANJI	17
の	ノ+S	CharType.HIRAGANA	18
メ	メ	CharType.KATAKANA	19
ガ	ガ	CharType.KATAKANA	20
ネ	ネ	CharType.KATAKANA	21
が	ガ+S	CharType.HIRAGANA	22
古	フル	CharType.KANJI	23
く	ク+S	CharType.HIRAGANA	24
な	ナ	CharType.HIRAGANA	25
っ	ッ	CharType.HIRAGANA	26
た	タ	CharType.HIRAGANA	27
か	カ	CharType.HIRAGANA	28
ら	ラ	CharType.HIRAGANA	29
さ	サ	CharType.HIRAGANA	30
。	_	CharType.SYMBOL_STOP	31
今	イマ	CharType.KANJI	32
の	ノ+S	CharType.HIRAGANA	33
ほ	ホ	CharType.HIRAGANA	34
う	ー	CharType.HIRAGANA	35
が	ガ+S	CharType.HIRAGANA	36
見	ミ	CharType.KANJI	37
や	ヤ	CharType.HIRAGANA	38
す	ス	CharType.HIRAGANA	39
い	イ	CharType.HIRAGANA	40
よ	ヨ	CharType.HIRAGANA	41
。	_	CharType.SYMBOL_STOP	42

こ	コ	CharType.HIRAGANA	0
の	ノ+S	CharType.HIRAGANA	1
お	オ	CharType.HIRAGANA	2
店	ミセ+S	CharType.KANJI	3
何	ナン	CharType.KANJI	4
回	カイ	CharType.KANJI	5
目	メ	CharType.KANJI	6
？	_	CharType.SYMBOL_STOP	7
え	エ	CharType.HIRAGANA	8
ー	ー	CharType.KATAKANA	9
、	_	CharType.SYMBOL_PAUSE	10
三	3	CharType.JAPANESE_NUMERIC	11
回	カイ	CharType.KANJI	12
目	メ	CharType.KANJI	13
か	カ	CharType.HIRAGANA	14
な	ナ	CharType.HIRAGANA	15
。	_	CharType.SYMBOL_STOP	16
毎	マイ	CharType.KANJI	17
回	カイ+S	CharType.KANJI	18
何	ナニ	CharType.KANJI	19
か	カ+S	CharType.HIRAGANA	20
新	アタラ	CharType.KANJI	21
し	シ	CharType.HIRAGANA	22
い	イ+S	CharType.HIRAGANA	23
発	ハッ	CharType.KANJI	24
見	ケン	CharType.KANJI	25
が	ガ+S	CharType.HIRAGANA	26
あ	ア	CharType.HIRAGANA	27
る	ル	CharType.HIRAGANA	28
ん	ン	CharType.HIRAGANA	29
だ	ダ	CharType.HIRAGANA	30
。	_	CharType.SYMBOL_STOP	31
い	イ	CharType.HIRAGANA	32
い	イ+S	CharType.HIRAGANA	33
お	オ	CharType.HIRAGANA	34
店	ミセ	CharType.KANJI	35
だ	ダ	CharType.HIRAGANA	36
よ	ヨ	CharType.HIRAGANA	37
ね	ネ	CharType.HIRAGANA	38
。	_	CharType.SYMBOL_STOP	39

き	キョ	CharType.HIRAGANA	0
ょ	---	CharType.HIRAGANA	1
う	ー	CharType.HIRAGANA	2
の	ノ+S	CharType.HIRAGANA	3
授	ジュ	CharType.KANJI	4
業	ギョー+S	CharType.KANJI	5
ど	ド	CharType.HIRAGANA	6
う	ー	CharType.HIRAGANA	7
だ	ダ	CharType.HIRAGANA	8
っ	ッ	CharType.HIRAGANA	9
た	タ	CharType.HIRAGANA	10
？	_	CharType.SYMBOL_STOP	11
退	タイ	CharType.KANJI	12
屈	クツ	CharType.KANJI	13
だ	ダ	CharType.HIRAGANA	14
っ	ッ	CharType.HIRAGANA	15
た	タ	CharType.HIRAGANA	16
な	ナ	CharType.HIRAGANA	17
。	_	CharType.SYMBOL_STOP	18
で	デ	CharType.HIRAGANA	19
も	モ+S	CharType.HIRAGANA	20
先	セン	CharType.KANJI	21
生	セイ	CharType.KANJI	22
の	ノ+S	CharType.HIRAGANA	23
説	セツ	CharType.KANJI	24
明	メイ	CharType.KANJI	25
は	ワ+S	CharType.HIRAGANA	26
分	ワ	CharType.KANJI	27
か	カ	CharType.HIRAGANA	28
り	リ	CharType.HIRAGANA	29
や	ヤ	CharType.HIRAGANA	30
す	ス	CharType.HIRAGANA	31
か	カ	CharType.HIRAGANA	32
っ	ッ	CharType.HIRAGANA	33
た	タ	CharType.HIRAGANA	34
よ	ヨ	CharType.HIRAGANA	35
。	_	CharType.SYMBOL_STOP	36

夜	ヨ	CharType.KANJI	0
更	フ	CharType.KANJI	1
か	カ	CharType.HIRAGANA	2
し	シ+S	CharType.HIRAGANA	3
し	シ	CharType.HIRAGANA	4
た	タ	CharType.HIRAGANA	5
？	_	CharType.SYMBOL_STOP	6
し	シ	CharType.HIRAGANA	7
て	テ+S	CharType.HIRAGANA	8
し	シ	CharType.HIRAGANA	9
ま	マ	CharType.HIRAGANA	10
っ	ッ	CharType.HIRAGANA	11
た	タ	CharType.HIRAGANA	12
。	_	CharType.SYMBOL_STOP	13
つ	ツ	CharType.HIRAGANA	14
い	イ	CharType.HIRAGANA	15
、	_	CharType.SYMBOL_PAUSE	16
ゲ	ゲ	CharType.KATAKANA	17
ー	ー	CharType.KATAKANA	18
ム	ム	CharType.KATAKANA	19
を	ヲ+S	CharType.HIRAGANA	20
や	ヤ	CharType.HIRAGANA	21
っ	ッ	CharType.HIRAGANA	22
ち	チャ	CharType.HIRAGANA	23
ゃ	---	CharType.HIRAGANA	24
っ	ッ	CharType.HIRAGANA	25
て	テ	CharType.HIRAGANA	26
さ	サ	CharType.HIRAGANA	27
。	_	CharType.SYMBOL_STOP	28
反	ハン	CharType.KANJI	29
省	セイ+S	CharType.KANJI	30
し	シ	CharType.HIRAGANA	31
て	テ	CharType.HIRAGANA	32
る	ル	CharType.HIRAGANA	33
よ	ヨ	CharType.HIRAGANA	34
。	_	CharType.SYMBOL_STOP	35

こ	コ	CharType.HIRAGANA	0
の	ノ+S	CharType.HIRAGANA	1
ア	ア	CharType.KATAKANA	2
イ	イ	CharType.KATAKANA	3
ス	ス+S	CharType.KATAKANA	4
好	ス	CharType.KANJI	5
き	キ	CharType.HIRAGANA	6
？	_	CharType.SYMBOL_STOP	7
大	ダイ	CharType.KANJI	8
好	ス	CharType.KANJI	9
き	キ	CharType.HIRAGANA	10
だ	ダ	CharType.HIRAGANA	11
よ	ヨ	CharType.HIRAGANA	12
！	_	CharType.SYMBOL_STOP	13
毎	マイ	CharType.KANJI	14
夏	ナツ+S	CharType.KANJI	15
食	タ	CharType.KANJI	16
べ	ベ	CharType.HIRAGANA	17
て	テ	CharType.HIRAGANA	18
る	ル	CharType.HIRAGANA	19
ん	ン	CharType.HIRAGANA	20
だ	ダ	CharType.HIRAGANA	21
。	_	CharType.SYMBOL_STOP	22
こ	コ	CharType.HIRAGANA	23
の	ノ+S	CharType.HIRAGANA	24
メ	メ	CharType.KATAKANA	25
ロ	ロ	CharType.KATAKANA	26
ン	ン	CharType.KATAKANA	27
味	アジ	CharType.KANJI	28
が	ガ+S	CharType.HIRAGANA	29
最	サイ	CharType.KANJI	30
高	コー	CharType.KANJI	31
だ	ダ	CharType.HIRAGANA	32
ね	ネ	CharType.HIRAGANA	33
。	_	CharType.SYMBOL_STOP	34

友	トモ	CharType.KANJI	0
達	ダチ	CharType.KANJI	1
と	ト+S	CharType.HIRAGANA	2
喧	ケン	CharType.KANJI	3
嘩	カ+S	CharType.KANJI	4
し	シ	CharType.HIRAGANA	5
た	タ	CharType.HIRAGANA	6
？	_	CharType.SYMBOL_STOP	7
ち	チョ	CharType.HIRAGANA	8
ょ	---	CharType.HIRAGANA	9
っ	ッ	CharType.HIRAGANA	10
と	ト+S	CharType.HIRAGANA	11
言	イ	CharType.KANJI	12
い	イ	CharType.HIRAGANA	13
合	ア	CharType.KANJI	14
っ	ッ	CharType.HIRAGANA	15
た	タ	CharType.HIRAGANA	16
け	ケ	CharType.HIRAGANA	17
ど	ド	CharType.HIRAGANA	18
、	_	CharType.SYMBOL_PAUSE	19
後	アト	CharType.KANJI	20
で	デ+S	CharType.HIRAGANA	21
謝	アヤマ	CharType.KANJI	22
っ	ッ	CharType.HIRAGANA	23
て	テ+S	CharType.HIRAGANA	24
く	ク	CharType.HIRAGANA	25
れ	レ	CharType.HIRAGANA	26
た	タ	CharType.HIRAGANA	27
か	カ	CharType.HIRAGANA	28
ら	ラ+S	CharType.HIRAGANA	29
大	ダイ	CharType.KANJI	30
丈	ジョー	CharType.KANJI	31
夫	ブ	CharType.KANJI	32
だ	ダ	CharType.HIRAGANA	33
よ	ヨ	CharType.HIRAGANA	34
。	_	CharType.SYMBOL_STOP	35
ま	マ	CharType.HIRAGANA	36
た	タ+S	CharType.HIRAGANA	37
仲	ナカ	CharType.KANJI	38
良	ヨ	CharType.KANJI	39
く	ク+S	CharType.HIRAGANA	40
な	ナ	CharType.HIRAGANA	41
っ	ッ	CharType.HIRAGANA	42
た	タ	CharType.HIRAGANA	43
し	シ	CharType.HIRAGANA	44
ね	ネ	CharType.HIRAGANA	45
。	_	CharType.SYMBOL_STOP	46

今	コン	CharType.KANJI	0
週	シュー	CharType.KANJI	1
の	ノ+S	CharType.HIRAGANA	2
ス	ス	CharType.KATAKANA	3
ケ	ケ	CharType.KATAKANA	4
ジ	ジュ	CharType.KATAKANA	5
ュ	---	CharType.KATAKANA	6
ー	ー	CharType.KATAKANA	7
ル	ル+S	CharType.KATAKANA	8
楽	ラク	CharType.KANJI	9
？	_	CharType.SYMBOL_STOP	10
い	イ	CharType.HIRAGANA	11
や	ヤ	CharType.HIRAGANA	12
、	_	CharType.SYMBOL_PAUSE	13
結	ケッ	CharType.KANJI	14
構	コー+S	CharType.KANJI	15
詰	ツ	CharType.KANJI	16
ま	マ	CharType.HIRAGANA	17
っ	ッ	CharType.HIRAGANA	18
て	テ	CharType.HIRAGANA	19
る	ル	CharType.HIRAGANA	20
よ	ヨ	CharType.HIRAGANA	21
。	_	CharType.SYMBOL_STOP	22
で	デ	CharType.HIRAGANA	23
も	モ+S	CharType.HIRAGANA	24
頑	ガン	CharType.KANJI	25
張	バ	CharType.KANJI	26
る	ル	CharType.HIRAGANA	27
し	シ	CharType.HIRAGANA	28
か	カ+S	CharType.HIRAGANA	29
な	ナ	CharType.HIRAGANA	30
い	イ	CharType.HIRAGANA	31
ね	ネ	CharType.HIRAGANA	32
。	_	CharType.SYMBOL_STOP	33

こ	コ	CharType.HIRAGANA	0
の	ノ+S	CharType.HIRAGANA	1
映	エイ	CharType.KANJI	2
画	ガ+S	CharType.KANJI	3
つ	ツ	CharType.HIRAGANA	4
ま	マ	CharType.HIRAGANA	5
ら	ラ	CharType.HIRAGANA	6
な	ナ	CharType.HIRAGANA	7
か	カ	CharType.HIRAGANA	8
っ	ッ	CharType.HIRAGANA	9
た	タ	CharType.HIRAGANA	10
？	_	CharType.SYMBOL_STOP	11
い	イ	CharType.HIRAGANA	12
や	ヤ	CharType.HIRAGANA	13
、	_	CharType.SYMBOL_PAUSE	14
面	オモ	CharType.KANJI	15
白	シロ	CharType.KANJI	16
か	カ	CharType.HIRAGANA	17
っ	ッ	CharType.HIRAGANA	18
た	タ	CharType.HIRAGANA	19
よ	ヨ	CharType.HIRAGANA	20
。	_	CharType.SYMBOL_STOP	21
最	サイ	CharType.KANJI	22
後	ゴ	CharType.KANJI	23
の	ノ+S	CharType.HIRAGANA	24
展	テン	CharType.KANJI	25
開	カイ	CharType.KANJI	26
は	ワ+S	CharType.HIRAGANA	27
予	ヨ	CharType.KANJI	28
想	ソー	CharType.KANJI	29
外	ガイ	CharType.KANJI	30
だ	ダ	CharType.HIRAGANA	31
っ	ッ	CharType.HIRAGANA	32
た	タ	CharType.HIRAGANA	33
ね	ネ	CharType.HIRAGANA	34
。	_	CharType.SYMBOL_STOP	35

バ	バ	CharType.KATAKANA	0
イ	イ	CharType.KATAKANA	1
ト	ト+S	CharType.KATAKANA	2
行	イ	CharType.KANJI	3
っ	ッ	CharType.HIRAGANA	4
て	テ+S	CharType.HIRAGANA	5
き	キ	CharType.HIRAGANA	6
た	タ	CharType.HIRAGANA	7
？	_	CharType.SYMBOL_STOP	8
う	ウ	CharType.HIRAGANA	9
ん	ン	CharType.HIRAGANA	10
、	_	CharType.SYMBOL_PAUSE	11
さ	サ	CharType.HIRAGANA	12
っ	ッ	CharType.HIRAGANA	13
き	キ+S	CharType.HIRAGANA	14
帰	カエ	CharType.KANJI	15
っ	ッ	CharType.HIRAGANA	16
て	テ+S	CharType.HIRAGANA	17
き	キ	CharType.HIRAGANA	18
た	タ+S	CharType.HIRAGANA	19
と	ト	CharType.HIRAGANA	20
こ	コ	CharType.HIRAGANA	21
ろ	ロ	CharType.HIRAGANA	22
。	_	CharType.SYMBOL_STOP	23
今	キョー	CharType.KANJI	25
日	---	CharType.KANJI	26
は	ワ+S	CharType.HIRAGANA	28
客	キャク	CharType.KANJI	29
が	ガ+S	CharType.HIRAGANA	30
多	オオ	CharType.KANJI	31
く	ク	CharType.HIRAGANA	32
て	テ+S	CharType.HIRAGANA	33
疲	ツカ	CharType.KANJI	34
れ	レ	CharType.HIRAGANA	35
た	タ	CharType.HIRAGANA	36
よ	ヨ	CharType.HIRAGANA	37
。	_	CharType.SYMBOL_STOP	38

新	アタラ	CharType.KANJI	0
し	シ	CharType.HIRAGANA	1
い	イ+S	CharType.HIRAGANA	2
シ	シャ	CharType.KATAKANA	3
ャ	---	CharType.KATAKANA	4
ン	ン	CharType.KATAKANA	5
プ	プ	CharType.KATAKANA	6
ー	ー+S	CharType.KATAKANA	7
買	カ	CharType.KANJI	8
っ	ッ	CharType.HIRAGANA	9
た	タ	CharType.HIRAGANA	10
？	_	CharType.SYMBOL_STOP	11
そ	ソ	CharType.HIRAGANA	12
う	ー	CharType.HIRAGANA	13
な	ナ	CharType.HIRAGANA	14
ん	ン	CharType.HIRAGANA	15
だ	ダ	CharType.HIRAGANA	16
。	_	CharType.SYMBOL_STOP	17
香	カオ	CharType.KANJI	18
り	リ	CharType.HIRAGANA	19
が	ガ+S	CharType.HIRAGANA	20
い	イ	CharType.HIRAGANA	21
い	イ	CharType.HIRAGANA	22
ん	ン	CharType.HIRAGANA	23
だ	ダ	CharType.HIRAGANA	24
。	_	CharType.SYMBOL_STOP	25
髪	カミ	CharType.KANJI	26
の	ノ	CharType.HIRAGANA	27
毛	ケ	CharType.KANJI	28
の	ノ+S	CharType.HIRAGANA	29
調	チョー	CharType.KANJI	30
子	シ	CharType.KANJI	31
も	モ+S	CharType.HIRAGANA	32
良	ヨ	CharType.KANJI	33
く	ク+S	CharType.HIRAGANA	34
な	ナ	CharType.HIRAGANA	35
っ	ッ	CharType.HIRAGANA	36
た	タ+S	CharType.HIRAGANA	37
気	キ	CharType.KANJI	38
が	ガ+S	CharType.HIRAGANA	39
す	ス	CharType.HIRAGANA	40
る	ル	CharType.HIRAGANA	41
よ	ヨ	CharType.HIRAGANA	42
。	_	CharType.SYMBOL_STOP	43

朝	アサ	CharType.KANJI	0
は	ワ+S	CharType.HIRAGANA	1
混	コ	CharType.KANJI	2
ん	ン	CharType.HIRAGANA	3
で	デ	CharType.HIRAGANA	4
た	タ	CharType.HIRAGANA	5
